,BAC US Equity,CVX US Equity,CSCO US Equity,COP US Equity,GE US Equity,GS US Equity,JPM US Equity,JNJ US Equity,MSFT US Equity,PEP US Equity,PG US Equity,SLB US Equity,GOOGL US Equity,III LN Equity,AHT LN Equity,ABF LN Equity,AZN LN Equity,BAB LN Equity,BATS LN Equity,CCL LN Equity,DCC LN Equity,EXPN LN Equity,GLEN LN Equity,IAG LN Equity,LLOY LN Equity,MERL LN Equity,PSN LN Equity,PFG LN Equity,PRU LN Equity,REL LN Equity,RIO LN Equity,SDR LN Equity,ULVR LN Equity,VOD LN Equity,WPP LN Equity,BRFS US Equity,UGP US Equity,GGB US Equity,BAK US Equity,FBR US Equity,GOL US Equity,GFA US Equity,2388 HK Equity,1 HK Equity,939 HK Equity
2016-10-23,16.67,101.3,30.15,41.54,28.98,174.67,68.49,113.44,59.66,105.62,84.33,80.47,824.06,661,1325,2522,4952,1025,4666,3775,6580,1582,237.55,399.7,55.14,458.2,1731,3005,1385,1454,2668.5,2806,3486.5,223.55,1749,16.98,22.94,3.34,17.97,7.28,25.65,1.86,26.95,98.2,5.72
2016-10-24,16.77,100.66,30.46,42.24,28.92,175.12,68.87,113.61,61,107.31,84.1,80.31,835.74,663.5,1310,2475,4851,1026,4678.5,3805,6705,1563,237.6,404.8,54.97,460.5,1716,3089,1401,1441,2675.5,2845,3471.5,223.4,1721,17.04,23.09,3.35,18.26,7.4,26.76,1.95,28.15,98.95,5.83
2016-10-25,16.72,100.77,30.34,41.81,28.65,175.55,68.8,113.96,60.99,107.23,86.97,80.22,828.55,664,1305,2440,4811.5,1012,4718.5,3779,6705,1564,246.15,401.8,55.35,457,1693,3087,1402.5,1459,2796,2857,3477.5,226,1704,16.91,23.23,3.35,18.02,7.74,25.94,1.77,27.9,98.5,5.82
2016-10-26,16.87,101.19,30.55,41.8,28.87,177.07,69.13,114.56,60.63,107.07,87.4,80.02,822.1,653.5,1275,2459,4777,1009,4583,3770,6675,1560,240.85,422.7,55.88,453.5,1692,3041,1396.5,1429,2791,2851,3453,226.25,1693,16.75,23.02,3.34,17.47,7.76,25.45,1.72,27.45,97.3,5.72
2016-10-27,16.91,99.92,30.38,44,28.63,177.75,69.23,115.7,60.1,106.63,86.58,79.6,817.35,659.5,1270,2473,4614.5,997.5,4611,3752,6670,1568,243.4,413.5,57.5,455.9,1671,2964,1395.5,1462,2796.5,2845,3438.5,226.1,1709,16.57,22.91,3.32,17.49,7.77,25.12,1.64,27.7,96.25,5.67
2016-10-28,16.68,103.82,30.59,44.97,29.22,177.14,69.11,115.33,59.87,107.07,86.84,79.2,819.56,665,1263,2507,4617,1002,4707.5,3877,6595,1561,244.5,438,57.74,459,1714,2973,1369,1472,2831.5,2846,3442.5,227.45,1708,16.92,22.64,3.4,17.23,7.86,24.85,1.6,27.5,95.1,5.6
2016-10-29,16.68,103.82,30.59,44.97,29.22,177.14,69.11,115.33,59.87,107.07,86.84,79.2,819.56,665,1263,2507,4617,1002,4707.5,3877,6595,1561,244.5,438,57.74,459,1714,2973,1369,1472,2831.5,2846,3442.5,227.45,1708,16.92,22.64,3.4,17.23,7.86,24.85,1.6,27.5,95.1,5.6
2016-10-30,16.68,103.82,30.59,44.97,29.22,177.14,69.11,115.33,59.87,107.07,86.84,79.2,819.56,665,1263,2507,4617,1002,4707.5,3877,6595,1561,244.5,438,57.74,459,1714,2973,1369,1472,2831.5,2846,3442.5,227.45,1708,16.92,22.64,3.4,17.23,7.86,24.85,1.6,27.5,95.1,5.6
2016-10-31,16.5,104.75,30.68,43.45,29.1,178.24,69.26,115.99,59.92,107.2,86.8,78.23,809.9,671,1278,2462,4588,989,4691.5,3936,6665,1573,250,434.4,57.26,460.8,1694,2950,1334.5,1461,2839.5,2819,3418,224.8,1778,16.72,22.6,3.43,17.75,7.98,24.6,1.56,27.7,95.95,5.68
2016-11-01,16.61,106.48,30.48,43.54,28.88,178.06,68.97,115.34,59.8,106.71,86.85,78.7,805.48,666.5,1259,2475,4512,984.5,4621,3935,6605,1564,246.45,443.1,56.24,460.4,1737,2934,1343,1446,2844,2809,3443.5,221.7,1758,16.19,21.74,3.23,17.7,7.86,23.07,1.53,27.6,96.9,5.78
2016-11-02,16.48,105.39,30.39,43.23,28.49,176.58,68.68,114.86,59.43,106.71,86.74,77.76,788.42,654.5,1235,2525,4525.5,975.5,4588.5,3905,6555,1530,246.95,441.4,55.15,454.7,1751,2909,1330,1431,2830,2786,3414,218.5,1738,15.97,21.42,3.12,17.41,7.85,22.27,1.5,27.1,95.85,5.64
2016-11-03,16.48,105.39,30.32,43.6,28.28,176.21,68.38,115.03,59.21,106.63,86.6,78.46,782.19,653,1234,2531,4434.5,970,4567,3874,6440,1502,241.6,450.8,56.03,449.8,1758,2904,1341.5,1391,2788.5,2801,3355,217.5,1707,16.08,21.55,3.1,16.5,7.77,22.05,1.48,27.4,95.45,5.6
2016-11-04,16.55,104.78,30.19,42.76,28.44,175.92,67.76,115.11,58.71,105.81,85.08,77.84,781.1,632,1217,2470,4368,960,4520,3847,6325,1493,237.8,434.7,55.46,439.7,1677,2825,1304.5,1383,2727.5,2771,3318,213.65,1695,15.86,21.44,3.17,16.24,7.67,21.62,1.49,27.25,95.5,5.6
2016-11-05,16.55,104.78,30.19,42.76,28.44,175.92,67.76,115.11,58.71,105.81,85.08,77.84,781.1,632,1217,2470,4368,960,4520,3847,6325,1493,237.8,434.7,55.46,439.7,1677,2825,1304.5,1383,2727.5,2771,3318,213.65,1695,15.86,21.44,3.17,16.24,7.67,21.62,1.49,27.25,95.5,5.6
2016-11-06,16.55,104.78,30.19,42.76,28.44,175.92,67.76,115.11,58.71,105.81,85.08,77.84,781.1,632,1217,2470,4368,960,4520,3847,6325,1493,237.8,434.7,55.46,439.7,1677,2825,1304.5,1383,2727.5,2771,3318,213.65,1695,15.86,21.44,3.17,16.24,7.67,21.62,1.49,27.25,95.5,5.6
2016-11-07,17.01,106.85,30.94,43.92,29.31,181.48,69.88,116.66,60.42,106.96,86.56,79.75,802.03,640,1232,2489,4430.5,968.5,4545,3901,6375,1505,251.2,445.3,56.07,440.7,1688,2858,1346,1397,2825,2817,3360.5,215.9,1728,16.51,21.83,3.45,17.14,7.71,24.54,1.64,27,95.85,5.68
2016-11-08,17,107.29,31,44.33,29.42,181.92,70.03,117.05,60.47,108.72,87.46,79.84,811.98,639.5,1242,2633,4450.5,972,4576,3942,6345,1517,252.95,440.8,56.24,440.2,1663,2855,1353,1403,2872,2846,3382,216.25,1727,16.92,21.98,3.5,17.48,7.72,24.21,1.62,26.95,96.1,5.72
2016-11-09,17.97,107.64,31.36,45.73,29.63,192.63,73.25,120.31,60.17,107.25,85.93,79.94,805.59,655.5,1385,2573,4575.5,962.5,4480,3943,6190,1467,270.25,441.7,57.51,444.1,1717,2850,1425.5,1373,3068.5,2859,3311,216.6,1685,16.5,21.11,3.74,16.99,7.86,22.47,1.52,26.5,94.05,5.52
2016-11-10,18.76,107.79,31,44.78,30.41,200.87,76.65,119.54,58.7,103.25,82.96,79.88,780.29,604.5,1420,2543,4404.5,985,4258.5,3943,6040,1444,285,434.4,59.63,429.2,1680,2857,1531,1299,3147.5,2903,3181,207.9,1653,15,19.43,3.69,16.91,8.38,18.41,1.33,27.6,94.75,5.62
2016-11-11,19.02,106.64,31.36,43.94,30.71,203.94,76.69,118.47,59.02,103.19,83.58,78.66,771.75,607,1385,2598,4326,967,4307,3910,6035,1402,279.35,440.6,59.5,429.2,1687,2777,1477.5,1298,3069,2860,3163.5,204.6,1643,14.53,19.3,3.61,16.68,8.93,16.52,1.28,28.25,93.8,5.52
2016-11-12,19.02,106.64,31.36,43.94,30.71,203.94,76.69,118.47,59.02,103.19,83.58,78.66,771.75,607,1385,2598,4326,967,4307,3910,6035,1402,279.35,440.6,59.5,429.2,1687,2777,1477.5,1298,3069,2860,3163.5,204.6,1643,14.53,19.3,3.61,16.68,8.93,16.52,1.28,28.25,93.8,5.52
2016-11-13,19.02,106.64,31.36,43.94,30.71,203.94,76.69,118.47,59.02,103.19,83.58,78.66,771.75,607,1385,2598,4326,967,4307,3910,6035,1402,279.35,440.6,59.5,429.2,1687,2777,1477.5,1298,3069,2860,3163.5,204.6,1643,14.53,19.3,3.61,16.68,8.93,16.52,1.28,28.25,93.8,5.52
2016-11-14,20.08,106.59,31.37,44.13,30.51,209.18,79.51,116.6,58.12,101.39,83,78.71,753.22,611,1430,2516,4365.5,976,4281,3939,6205,1383,282.8,440.7,60.57,429,1739,2817,1510,1282,3145.5,2884,3131.5,204.6,1663,14.65,19.14,3.91,16.25,8.81,16.25,1.23,28.05,93.35,5.46
2016-11-15,20.16,108.96,31.7,45.28,30.75,211.19,79.36,116.32,58.87,101.85,83.62,81.16,775.16,621.5,1434,2545,4361.5,987.5,4300.5,3997,6065,1396,267.4,453.8,61.4,428.6,1738,2833,1523,1294,3004,2906,3174.5,202.4,1643,15.06,19.53,3.78,16.69,8.63,16.88,1.26,28.3,93.6,5.53
2016-11-16,19.75,108.35,31.57,44.38,30.74,206.26,77.4,116.36,59.65,101.71,83.19,81.04,779.98,630,1411,2519,4353.5,969,4278,3956,5960,1402,266.3,444.2,60.41,426.2,1710,2850,1520.5,1332,2963.5,2868,3128.5,203,1673,15.26,19.91,3.7,16.09,8.04,17.31,1.23,28.2,93.5,5.46
2016-11-17,20.08,108.12,30.05,43.61,30.79,209.63,78.02,116.57,60.64,101.62,83.07,80.1,786.16,644,1413,2552,4340,981,4311,4025,6070,1425,267.65,447,59.98,432.5,1763,2929,1520,1343,3021,2869,3120,205.35,1682,15.54,19.75,3.72,16.06,8.36,17.04,1.24,27.95,93.6,5.45
2016-11-18,20,109.2,30.18,44.76,30.67,210.35,77.71,115.36,60.35,101.31,82,80,775.97,646,1407,2550,4323.5,979.5,4359.5,4084,6165,1430,261.9,446,59.44,437.2,1774,2946,1515,1354,2934,2872,3120,204.9,1699,15.69,20.34,3.87,15.79,8.29,16.7,1.24,28.05,94.9,5.48
2016-11-19,20,109.2,30.18,44.76,30.67,210.35,77.71,115.36,60.35,101.31,82,80,775.97,646,1407,2550,4323.5,979.5,4359.5,4084,6165,1430,261.9,446,59.44,437.2,1774,2946,1515,1354,2934,2872,3120,204.9,1699,15.69,20.34,3.87,15.79,8.29,16.7,1.24,28.05,94.9,5.48
2016-11-20,20,109.2,30.18,44.76,30.67,210.35,77.71,115.36,60.35,101.31,82,80,775.97,646,1407,2550,4323.5,979.5,4359.5,4084,6165,1430,261.9,446,59.44,437.2,1774,2946,1515,1354,2934,2872,3120,204.9,1699,15.69,20.34,3.87,15.79,8.29,16.7,1.24,28.05,94.9,5.48
2016-11-21,20.33,110.18,30.05,46.36,30.87,211.08,78.05,115,60.86,102.26,82.64,81.71,784.8,647.5,1420,2575,4325.5,991,4357.5,4030,6225,1449,268.15,443.3,59.11,431.4,1748,2896,1512.5,1357,2969.5,2818,3107,202.15,1696,15.76,20.68,4,16.56,8.44,16.45,1.23,28,95.75,5.5
2016-11-22,20.3,110.62,29.89,46.07,31.18,211.11,78.53,112.74,61.12,102.89,82.76,81.5,785,655.5,1446,2625,4205.5,945,4368,4089,6235,1452,282.45,453.7,59.75,436,1778,2934,1542,1365,3073,2864,3126.5,203.05,1706,15.76,20.87,4.18,16.76,8.76,17.22,1.24,28.6,96.5,5.62
2016-11-23,20.56,111,29.71,46.3,31.34,212.31,78.86,113.07,60.4,101.53,82.68,81.4,779,665.5,1460,2602,4168,956,4368.5,4136,6325,1457,286.05,450.6,59.64,430.3,1746,2990,1541,1373,3099.5,2850,3121.5,200.6,1702,15.67,20.53,4.26,15.91,8.85,17.39,1.24,28.6,96.2,5.7
2016-11-24,20.56,111,29.71,46.3,31.34,212.31,78.86,113.07,60.4,101.53,82.68,81.4,779,674,1496,2595,4210,943.5,4372,4098,6200,1462,288.6,440.5,59.68,437.9,1729,2998,1559.5,1374,3103,2845,3120,199.4,1712,15.67,20.53,4.26,15.91,8.85,17.39,1.24,28.65,95.6,5.69
2016-11-25,20.86,111,30.09,45.75,31.44,211.38,78.83,114.13,60.53,102.17,83.46,81.29,780.23,678.5,1500,2608,4301.5,940,4421,4112,6100,1477,283.3,440.1,58.77,437.9,1705,2977,1550,1381,3113,2869,3173,198.95,1723,15.5,20.62,4.13,15.34,9.09,16.51,1.27,28.9,95.1,5.75
2016-11-26,20.86,111,30.09,45.75,31.44,211.38,78.83,114.13,60.53,102.17,83.46,81.29,780.23,678.5,1500,2608,4301.5,940,4421,4112,6100,1477,283.3,440.1,58.77,437.9,1705,2977,1550,1381,3113,2869,3173,198.95,1723,15.5,20.62,4.13,15.34,9.09,16.51,1.27,28.9,95.1,5.75
2016-11-27,20.86,111,30.09,45.75,31.44,211.38,78.83,114.13,60.53,102.17,83.46,81.29,780.23,678.5,1500,2608,4301.5,940,4421,4112,6100,1477,283.3,440.1,58.77,437.9,1705,2977,1550,1381,3113,2869,3173,198.95,1723,15.5,20.62,4.13,15.34,9.09,16.51,1.27,28.9,95.1,5.75
2016-11-28,20.3,110.5,29.92,45.5,31.25,210.35,78.32,113.13,60.61,102.79,83.07,81.06,785.79,675.5,1485,2572,4248.5,937,4448.5,4100,6080,1490,285,436.9,57.86,436.5,1691,2954,1543,1376,3140,2819,3146.5,195.25,1706,15.72,20.74,4.28,16.28,9.42,16.39,1.24,28.85,94.6,5.82
2016-11-29,20.29,109.34,29.83,44.23,31.05,211.75,78.92,112.48,61.09,102.54,82.89,79.92,789.44,672.5,1511,2557,4246,947.5,4454.5,4129,6100,1500,281.35,444.5,57.71,439.3,1724,2965,1546.5,1379,3067,2788,3130,194.25,1720,15.45,20.35,4.09,16.32,9.72,16.09,1.22,29,94.4,5.83
2016-11-30,21.12,111.56,29.82,48.52,30.76,219.29,80.17,111.3,60.26,100.1,82.46,84.05,775.88,689,1567,2550,4149.5,955,4393.5,4044,6130,1510,279.3,433.5,57.87,435.8,1700,2915,1548.5,1375,2990,2765,3196,193.9,1709,15.23,20.29,4.04,16.31,9.1,15.59,1.23,29.1,94.5,5.78
2016-12-01,21.5,113.29,29.45,48.22,31.39,226.63,81.79,111.38,59.2,99.03,81.86,84.61,764.33,683.5,1550,2541,4080,950.5,4309.5,3925,5920,1500,283.55,422.4,57.59,433.7,1704,2877,1578,1348,3028,2785,3097,191,1660,14.08,19.49,3.78,15.61,9.09,14.29,1.16,29.05,94.7,5.85
2016-12-02,21.23,113,29.25,48.12,31.34,223.36,81.6,111.96,59.25,100.6,82.4,85.01,764.46,679,1535,2576,4055,950,4347,3907,5930,1512,277.9,416,57.55,432.1,1696,2853,1561,1337,3005.5,2789,3110.5,191.4,1670,14.06,19.56,3.74,17.67,9.16,14.16,1.16,28.65,93.8,5.8
2016-12-03,21.23,113,29.25,48.12,31.34,223.36,81.6,111.96,59.25,100.6,82.4,85.01,764.46,679,1535,2576,4055,950,4347,3907,5930,1512,277.9,416,57.55,432.1,1696,2853,1561,1337,3005.5,2789,3110.5,191.4,1670,14.06,19.56,3.74,17.67,9.16,14.16,1.16,28.65,93.8,5.8
2016-12-04,21.23,113,29.25,48.12,31.34,223.36,81.6,111.96,59.25,100.6,82.4,85.01,764.46,679,1535,2576,4055,950,4347,3907,5930,1512,277.9,416,57.55,432.1,1696,2853,1561,1337,3005.5,2789,3110.5,191.4,1670,14.06,19.56,3.74,17.67,9.16,14.16,1.16,28.65,93.8,5.8
2016-12-05,21.84,113.25,29.53,48.88,31.11,228.55,83.26,111.94,60.22,100.71,82.99,84.43,778.22,687,1540,2580,4033.5,937.5,4343,4039,5985,1494,290.25,414,58.25,430.7,1704,2851,1584,1336,3054,2791,3122,190.5,1686,14.21,19.71,3.86,18.83,9.26,13.85,1.15,28.65,93.4,5.79
2016-12-06,22.16,112.76,29.33,49.9,31.17,231.38,83.69,112.06,59.95,101.55,82.91,83.96,776.18,690,1556,2575,4037.5,944.5,4320,4026,5885,1488,286,414.9,59.48,432.1,1710,2838,1584.5,1336,3021.5,2800,3135,191.75,1694,14.66,19.81,3.89,19.28,9.59,14.3,1.22,28.95,93.85,5.83
2016-12-07,22.57,114.44,29.95,49.9,31.6,235.56,84.07,111.1,61.37,102.81,84.18,84.35,791.47,700.5,1617,2616,4007,958,4352.5,4078,5885,1505,296.75,434.7,62.27,432.3,1729,2831,1649,1333,3221.5,2888,3111,195.15,1647,14.96,19.92,4.1,19.48,9.63,14.41,1.22,29.5,92.6,5.84
2016-12-08,22.95,115.17,29.95,49.78,31.53,241.45,85.12,110.99,61.01,102.15,83.5,84.47,795.17,699,1610,2663,4116,938,4373,4125,5900,1496,302.65,448.5,62.77,433,1737,2829,1627.5,1356,3294,2923,3092,198.35,1723,14.58,19.55,4.05,19.58,9.5,14.18,1.22,29.25,92.4,5.89
2016-12-09,23.09,115.81,30.06,50.77,31.78,241.85,85.49,112.26,61.97,103.57,84.37,84.78,809.45,693.5,1640,2689,4280,927.5,4420,4122,5915,1507,300,441.4,61.74,433.7,1716,2726,1594,1373,3223.5,2936,3124.5,198.4,1771,14.76,19.46,3.81,19.12,9.49,14.13,1.23,29.35,92.95,5.88
2016-12-10,23.09,115.81,30.06,50.77,31.78,241.85,85.49,112.26,61.97,103.57,84.37,84.78,809.45,693.5,1640,2689,4280,927.5,4420,4122,5915,1507,300,441.4,61.74,433.7,1716,2726,1594,1373,3223.5,2936,3124.5,198.4,1771,14.76,19.46,3.81,19.12,9.49,14.13,1.23,29.35,92.95,5.88
2016-12-11,23.09,115.81,30.06,50.77,31.78,241.85,85.49,112.26,61.97,103.57,84.37,84.78,809.45,693.5,1640,2689,4280,927.5,4420,4122,5915,1507,300,441.4,61.74,433.7,1716,2726,1594,1373,3223.5,2936,3124.5,198.4,1771,14.76,19.46,3.81,19.12,9.49,14.13,1.23,29.35,92.95,5.88
2016-12-12,22.61,117.15,30.17,51.38,31.86,237.17,84.73,115.36,62.17,104.72,85.13,85.01,807.9,675.5,1644,2646,4206,917,4366,4010,5880,1489,290.25,432.5,61.38,425.9,1667,2661,1564.5,1364,3245,2890,3112,198,1750,14.78,19.48,3.67,19.55,9.44,13.18,1.19,28.75,92.05,5.8
2016-12-13,22.61,117.42,30.59,52.64,31.74,238.55,84.76,115.89,62.98,105.63,85.18,86.13,815.34,690,1625,2713,4316,932,4452.5,4011,5890,1500,284.35,446.5,62.55,432.5,1699,2671,1575,1384,3171,2938,3193.5,200.75,1760,14.89,20.04,3.52,19.83,9.42,13.52,1.19,28.7,91.25,5.76
2016-12-14,22.67,115.96,30.46,51.49,31.5,239.93,84.73,114.99,62.68,104.47,84.37,85.16,817.89,679,1609,2711,4305,932.5,4468.5,4045,5880,1501,279.55,433.9,62.76,430.8,1688,2714,1568.5,1379,3167.5,2936,3170.5,198.9,1775,14.79,19.47,3.22,19.6,9.41,12.75,1.2,28.5,91.35,5.72
2016-12-15,23.16,117.05,30.63,51.74,31.26,243,86,115.89,62.58,105.3,84.68,85.28,815.65,680,1616,2669,4400,947,4513,4130,5885,1499,272.05,450.7,64.37,438.6,1727,2740,1586,1390,3088.5,2977,3157.5,198.35,1793,14.74,19.35,3.41,19.94,9.48,13.18,1.19,28.15,90.25,5.55
2016-12-16,22.66,118.08,30.59,51.94,31.75,238.9,84.94,115.88,62.3,105.87,84.68,85.5,809.84,680,1611,2686,4401,947.5,4506.5,4068,5860,1512,268.4,459.8,63.78,438.4,1706,2750,1583,1391,3091.5,2985,3152,200.45,1781,14.01,19.55,3.22,19.77,9.56,12.63,1.16,27.7,90,5.55
2016-12-17,22.66,118.08,30.59,51.94,31.75,238.9,84.94,115.88,62.3,105.87,84.68,85.5,809.84,680,1611,2686,4401,947.5,4506.5,4068,5860,1512,268.4,459.8,63.78,438.4,1706,2750,1583,1391,3091.5,2985,3152,200.45,1781,14.01,19.55,3.22,19.77,9.56,12.63,1.16,27.7,90,5.55
2016-12-18,22.66,118.08,30.59,51.94,31.75,238.9,84.94,115.88,62.3,105.87,84.68,85.5,809.84,680,1611,2686,4401,947.5,4506.5,4068,5860,1512,268.4,459.8,63.78,438.4,1706,2750,1583,1391,3091.5,2985,3152,200.45,1781,14.01,19.55,3.22,19.77,9.56,12.63,1.16,27.7,90,5.55
2016-12-19,22.48,117.65,30.75,51.98,31.92,239.07,85.43,116.02,63.62,105.41,84.71,85.12,812.5,686,1534,2704,4303.5,948.5,4551.5,4023,5905,1517,268.4,454.7,62.55,443.1,1720,2750,1560,1414,3050,2965,3218.5,202.35,1782,13.82,19.48,3.1,19.9,9.46,12.4,1.11,27.35,88.8,5.52
2016-12-20,22.71,117.95,30.56,51.55,32.25,243.09,86.53,115.66,63.54,104.9,84.57,85.28,815.2,690.5,1560,2681,4331.5,937,4556,4145,5910,1509,272.65,452.4,63.94,443,1735,2758,1592.5,1417,3093.5,2992,3245,200.95,1792,13.87,19.6,3.18,19.74,9.31,12.43,1.12,27.55,88.2,5.47
2016-12-21,22.63,117.91,30.42,51.48,32.13,241.44,86.75,115.31,63.54,104.7,84.28,86.16,812.2,682,1581,2686,4312.5,935,4560.5,4137,5860,1525,271.65,450.4,64.28,437.5,1747,2774,1593,1418,3111.5,2966,3234,199.6,1792,13.93,19.61,3.19,20.53,9.24,12.03,1.14,27.9,87.9,5.52
2016-12-22,22.54,118.77,30.46,51.54,31.82,240.12,86.89,115.44,63.55,105.35,84.47,86.38,809.68,687,1581,2705,4342.5,939,4546.5,4132,6070,1545,272,450.9,64,442.7,1763,2785,1604,1433,3081,2968,3261.5,199.75,1801,14.01,19.99,3.14,20.28,9.15,11.56,1.1,27.85,88.75,5.45
2016-12-23,22.6,118.42,30.53,51.37,31.88,240.97,87.05,115.96,63.24,105.09,84.96,85.51,807.8,695,1567,2699,4407,944,4558,4147,6055,1553,270.65,457.2,63.8,447.9,1765,2815,1605,1438,3064,2985,3272.5,200.55,1795,14.2,20.1,3.18,20.34,9.23,12.63,1.1,27.8,88.1,5.62
2016-12-24,22.6,118.42,30.53,51.37,31.88,240.97,87.05,115.96,63.24,105.09,84.96,85.51,807.8,695,1567,2699,4407,944,4558,4147,6055,1553,270.65,457.2,63.8,447.9,1765,2815,1605,1438,3064,2985,3272.5,200.55,1795,14.2,20.1,3.18,20.34,9.23,12.63,1.1,27.8,88.1,5.62
2016-12-25,22.6,118.42,30.53,51.37,31.88,240.97,87.05,115.96,63.24,105.09,84.96,85.51,807.8,695,1567,2699,4407,944,4558,4147,6055,1553,270.65,457.2,63.8,447.9,1765,2815,1605,1438,3064,2985,3272.5,200.55,1795,14.2,20.1,3.18,20.34,9.23,12.63,1.1,27.8,88.1,5.62
2016-12-26,22.6,118.42,30.53,51.37,31.88,240.97,87.05,115.96,63.24,105.09,84.96,85.51,807.8,695,1567,2699,4407,944,4558,4147,6055,1553,270.65,457.2,63.8,447.9,1765,2815,1605,1438,3064,2985,3272.5,200.55,1795,14.2,20.1,3.18,20.34,9.23,12.63,1.1,27.8,88.1,5.62
2016-12-27,22.61,118.22,30.68,51.6,31.9,241.56,87.13,115.91,63.28,105.13,84.6,85.44,809.93,695,1567,2699,4407,944,4558,4147,6055,1553,270.65,457.2,63.8,447.9,1765,2815,1605,1438,3064,2985,3272.5,200.55,1795,14.39,20.19,3.33,20.34,9.65,14.06,1.12,27.8,88.1,5.62
2016-12-28,22.33,117.91,30.42,50.77,31.7,240.65,86.5,115.1,62.99,104.62,84.07,84.63,804.57,695.5,1609,2719,4417,942.5,4567,4145,6095,1573,276.9,444.6,63.55,442.8,1744,2783,1610.5,1441,3166.5,2983,3278,199.4,1817,14.53,20.41,3.24,20.91,9.55,14.68,1.13,27.6,88.1,5.89
2016-12-29,22,117.82,30.46,50.54,31.71,238.18,85.89,115.49,62.9,104.99,84.35,84.2,802.88,696.5,1572,2730,4427,945.5,4596.5,4115,6095,1575,275.5,443.3,62.78,445.7,1746,2805,1615,1447,3150,2981,3289.5,200.4,1804,14.75,20.84,3.22,21.1,9.6,14.29,1.12,27.3,87.9,5.89
2016-12-30,22.1,117.7,30.22,50.14,31.6,239.45,86.29,115.21,62.14,104.63,84.08,83.95,792.45,704,1580,2745,4437.5,953,4621.5,4125,6040,1574,277.35,440.9,62.51,448.6,1776,2849,1627.5,1449,3158.5,2998,3292.5,199.85,1816,14.76,20.74,3.14,21.21,9.61,13.62,1.11,27.75,87.9,5.97
2016-12-31,22.1,117.7,30.22,50.14,31.6,239.45,86.29,115.21,62.14,104.63,84.08,83.95,792.45,704,1580,2745,4437.5,953,4621.5,4125,6040,1574,277.35,440.9,62.51,448.6,1776,2849,1627.5,1449,3158.5,2998,3292.5,199.85,1816,14.76,20.74,3.14,21.21,9.61,13.62,1.11,27.75,87.9,5.97
2017-01-01,22.1,117.7,30.22,50.14,31.6,239.45,86.29,115.21,62.14,104.63,84.08,83.95,792.45,704,1580,2745,4437.5,953,4621.5,4125,6040,1574,277.35,440.9,62.51,448.6,1776,2849,1627.5,1449,3158.5,2998,3292.5,199.85,1816,14.76,20.74,3.14,21.21,9.61,13.62,1.11,27.75,87.9,5.97
2017-01-02,22.1,117.7,30.22,50.14,31.6,239.45,86.29,115.21,62.14,104.63,84.08,83.95,792.45,704,1580,2745,4437.5,953,4621.5,4125,6040,1574,277.35,440.9,62.51,448.6,1776,2849,1627.5,1449,3158.5,2998,3292.5,199.85,1816,14.76,20.74,3.14,21.21,9.61,13.62,1.11,27.75,87.9,5.97
2017-01-03,22.53,117.85,30.54,50.61,31.69,241.57,87.23,115.84,62.58,104.65,84.2,84.8,808.01,712,1597,2711,4439,955,4612,4100,6215,1586,285.4,445.1,64.62,456.6,1760,2860,1638,1447,3136.5,3041,3275,202.4,1825,15.14,21.12,3.37,22.07,9.72,15,1.24,28.3,90.8,5.86
2017-01-04,22.95,117.82,30.1,51.08,31.7,243.13,86.91,115.65,62.3,104.85,84.5,85.43,807.77,717,1592,2610,4476.5,951,4591.5,4131,6230,1580,282.85,449.1,64.77,454.6,1810,2896,1642,1437,3110,3020,3287.5,205.7,1812,15.16,21.08,3.41,21.98,9.6,16.24,1.29,28.35,90.15,5.83
2017-01-05,22.68,117.31,30.17,50.93,31.52,241.32,86.11,116.86,62.3,104.71,85.06,85.3,813.02,722.5,1601,2685,4550,955.5,4580,4179,6305,1569,290.85,468,64.65,460.2,1940,2848,1601,1432,3110.5,3021,3299,209.45,1830,15.13,21.37,3.65,22.28,9.78,16.12,1.34,28.8,90.7,5.85
2017-01-06,22.68,116.84,30.23,50.74,31.61,244.9,86.12,116.3,62.84,104.56,85.03,86.48,825.21,723.5,1592,2655,4550.5,939.5,4574,4189,6210,1569,288.45,466.6,65.9,454.8,1934,2874,1612.5,1439,3095,3019,3294,211.35,1840,14.32,21.09,3.56,21.77,9.81,15.79,1.31,28.35,90.15,5.83
2017-01-07,22.68,116.84,30.23,50.74,31.61,244.9,86.12,116.3,62.84,104.56,85.03,86.48,825.21,723.5,1592,2655,4550.5,939.5,4574,4189,6210,1569,288.45,466.6,65.9,454.8,1934,2874,1612.5,1439,3095,3019,3294,211.35,1840,14.32,21.09,3.56,21.77,9.81,15.79,1.31,28.35,90.15,5.83
2017-01-08,22.68,116.84,30.23,50.74,31.61,244.9,86.12,116.3,62.84,104.56,85.03,86.48,825.21,723.5,1592,2655,4550.5,939.5,4574,4189,6210,1569,288.45,466.6,65.9,454.8,1934,2874,1612.5,1439,3095,3019,3294,211.35,1840,14.32,21.09,3.56,21.77,9.81,15.79,1.31,28.35,90.15,5.83
2017-01-09,22.55,115.84,30.18,49.66,31.46,242.89,86.18,116.28,62.64,103.46,84.4,85.77,827.18,725.5,1583,2668,4607.5,926.5,4675,4243,6205,1579,298.7,467.2,65.22,459,1939,2893,1600,1455,3133,3032,3344.5,207.95,1865,14.26,21.14,3.59,21.91,9.63,16.26,1.35,28.65,90,5.83
